"date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","yr_renovated","street","city","statezip","country"
"2014-06-06 00:00:00",715000,3,2.5,2550,13458,2,0,0,3,2550,0,1990,2009,"4967 165th Pl SE","Bellevue","WA 98006","USA"
"2014-06-24 00:00:00",295000,2,1,650,5400,1,0,0,3,650,0,1950,2005,"1829 29th Ave","Seattle","WA 98122","USA"
"2014-05-16 00:00:00",375000,4,2.5,2790,7956,2,0,0,3,2790,0,2005,0,"26004 18th Ave S","Des Moines","WA 98198","USA"
"2014-06-02 00:00:00",465500,3,1.75,1890,7004,1,0,0,3,1290,600,1965,1993,"5047 43rd Ave S","Seattle","WA 98118","USA"
"2014-05-24 00:00:00",479000,3,1,1370,3000,1.5,0,0,3,1370,0,1924,2011,"611 N 46th St","Seattle","WA 98103","USA"
"2014-05-29 00:00:00",405000,5,1.75,1880,10000,1,0,0,3,960,920,1963,2008,"10414 NE 131st St","Kirkland","WA 98034","USA"
"2014-06-11 00:00:00",330000,3,2.5,2210,7557,2,0,0,3,2210,0,1989,0,"32739 47th Ave SW","Federal Way","WA 98023","USA"
"2014-06-03 00:00:00",193000,3,1.5,1180,9048,1,0,0,3,1180,0,1960,2012,"454 S 190th St","Burien","WA 98148","USA"
"2014-06-25 00:00:00",374500,3,2.25,1400,11400,2,0,0,3,1400,0,1984,0,"8133 NE 158th St","Kenmore","WA 98028","USA"
"2014-06-06 00:00:00",6e+05,4,2.5,2560,5593,2,0,0,3,2560,0,2001,0,"22801-22899 NE 100th Pl","Redmond","WA 98053","USA"
"2014-06-24 00:00:00",1010000,2,2,1460,9052,1,0,2,5,1460,0,1900,0,"1302 1st St","Kirkland","WA 98033","USA"
"2014-06-19 00:00:00",1240000,4,3.5,3820,13224,2,0,0,3,3280,540,1990,2009,"1037 106th Ave SE","Bellevue","WA 98004","USA"
"2014-06-16 00:00:00",418000,4,3,2360,6250,1,0,2,3,1460,900,1960,2012,"9957 Rainier Ave S","Seattle","WA 98118","USA"
"2014-05-30 00:00:00",1256500,4,2.5,3150,13700,2,0,0,4,3150,0,1966,0,"8551 SE 80th St","Mercer Island","WA 98040","USA"
"2014-05-14 00:00:00",766950,3,2.5,3030,30007,1.5,0,0,4,3030,0,1992,0,"15905 Saybrook Dr NE","Woodinville","WA 98077","USA"
"2014-06-03 00:00:00",550000,4,2.5,2170,9600,1,0,0,3,1460,710,1980,0,"8520 169th Ct NE","Redmond","WA 98052","USA"
"2014-06-11 00:00:00",7062500,5,4.5,10040,37325,2,1,2,3,7680,2360,1940,2001,"4442 95th Ave NE","Bellevue","WA 98004","USA"
"2014-06-06 00:00:00",650000,4,2.5,2840,9354,2,0,0,3,2840,0,1990,2009,"1920 224th Pl NE","Sammamish","WA 98074","USA"
"2014-06-12 00:00:00",310000,5,3,1880,5000,1,0,0,3,1100,780,1997,0,"6343 23rd Ave SW","Seattle","WA 98106","USA"
"2014-07-07 00:00:00",542500,3,2.5,2040,10086,2,0,0,3,2040,0,1987,2000,"8511 170th Ct NE","Redmond","WA 98052","USA"
"2014-06-10 00:00:00",490000,4,2.5,3020,8302,2,0,0,4,3020,0,1994,0,"26529 161st Ave SE","Covington","WA 98042","USA"
"2014-06-16 00:00:00",470000,3,1.5,1510,8000,1,0,0,4,1510,0,1956,0,"2559 155th Ave SE","Bellevue","WA 98007","USA"
"2014-06-11 00:00:00",381000,3,1.5,1460,11407,1,0,0,3,1460,0,1954,2005,"16044 33rd Ave NE","Lake Forest Park","WA 98155","USA"
"2014-06-10 00:00:00",403000,2,1,1100,3598,1,0,0,4,1100,0,1926,1993,"3242 15th Ave S","Seattle","WA 98144","USA"
"2014-05-06 00:00:00",5e+05,3,2.5,1480,1171,3,0,0,3,1480,0,2006,0,"135 25th Ave E","Seattle","WA 98112","USA"
"2014-07-08 00:00:00",380680.555556,4,2.5,2620,8331,2,0,0,3,2620,0,1991,0,"13602 SE 186th Pl","Renton","WA 98058","USA"
"2014-06-02 00:00:00",687000,4,3.25,4400,186846,2,0,0,4,4400,0,1993,0,"28808 SE Mud Mountain Rd","Enumclaw","WA 98022","USA"
"2014-05-16 00:00:00",254000,4,2,1510,4235,1,0,0,3,1510,0,1955,2005,"3015 S Graham St","Seattle","WA 98108","USA"
"2014-06-27 00:00:00",665000,2,1,1110,3200,1,0,0,3,1110,0,1925,2002,"1604 1st Ave W","Seattle","WA 98119","USA"
"2014-06-12 00:00:00",435500,3,3.5,1240,1666,2,0,0,3,1000,240,2008,0,"5922 44th Ave SW","Seattle","WA 98136","USA"
"2014-05-27 00:00:00",263900,3,2.5,1658,2700,2,0,0,3,1658,0,2014,0,"2150 S 262nd Ct","Des Moines","WA 98198","USA"
"2014-05-22 00:00:00",168000,2,2.5,1160,2174,2,0,0,3,1160,0,1998,2006,"8601-8633 26th Ave SW","Seattle","WA 98106","USA"
"2014-06-19 00:00:00",756000,4,2.25,2160,5600,1,0,0,5,1080,1080,1947,0,"2667 11th Ave W","Seattle","WA 98119","USA"
"2014-05-20 00:00:00",570000,2,1.75,1540,4025,1,0,0,4,1190,350,1908,0,"1715 46th Ave SW","Seattle","WA 98116","USA"
"2014-05-13 00:00:00",90000,2,1,790,2640,1,0,0,3,790,0,1973,2013,"14710 122nd Pl NE","Kirkland","WA 98034","USA"
"2014-05-21 00:00:00",249900,2,1,1140,5500,1,0,0,3,1140,0,1947,2012,"9412 24th Ave SW","Seattle","WA 98106","USA"
"2014-07-10 00:00:00",350000,4,1,1170,8147,1.5,0,0,3,1170,0,1959,1989,"3611 NE 137th St","Seattle","WA 98125","USA"
"2014-05-05 00:00:00",232000,2,1,1200,8063,1,0,0,4,1200,0,1958,1972,"20220 8th Ave S","Des Moines","WA 98198","USA"
"2014-06-17 00:00:00",1200000,4,3.5,4170,9748,2,0,0,3,4170,0,2004,2003,"8264 154th Ave SE","Newcastle","WA 98059","USA"
"2014-06-27 00:00:00",288790,4,2,1350,942,3,0,0,3,1350,0,2008,0,"916 4th Ave NE","Issaquah","WA 98029","USA"
"2014-05-14 00:00:00",458000,3,1,1660,7500,1,0,0,4,1060,600,1940,2001,"2000 NE 113th St","Seattle","WA 98125","USA"
"2014-05-28 00:00:00",395000,3,2.5,2250,3757,2,0,0,3,2250,0,2006,0,"6730 SE 5th St","Renton","WA 98059","USA"
"2014-06-20 00:00:00",775950,4,2.5,2970,4400,2,0,0,3,2970,0,2014,0,"16904 NE 116th St","Redmond","WA 98052","USA"
"2014-05-08 00:00:00",537500,4,2.5,2550,4630,2,0,0,3,2550,0,2005,0,"1825 251st Pl SE","Sammamish","WA 98075","USA"
"2014-07-08 00:00:00",333490,4,2.5,2250,3916,2,0,0,3,2250,0,2014,0,"29024 121st Way SE","Auburn","WA 98092","USA"
"2014-06-05 00:00:00",255000,3,2.5,1610,6176,2,0,0,3,1610,0,1994,0,"26300 127th Ave SE","Kent","WA 98030","USA"
"2014-06-12 00:00:00",333000,4,2.5,1910,9244,1,0,0,4,1910,0,1963,0,"5811 NE 6th St","Renton","WA 98059","USA"
"2014-06-27 00:00:00",235000,3,1.75,1950,8712,1,0,0,3,1950,0,1960,2012,"18201-18223 114th Ave SE","Renton","WA 98055","USA"
"2014-07-07 00:00:00",1275000,3,2.5,3870,46609,2,0,3,3,3870,0,1997,0,"17002 SE 14th Ln","Bellevue","WA 98008","USA"
"2014-05-07 00:00:00",248500,4,1.75,1720,10018,1,0,0,5,1720,0,1960,0,"16635 SE 268th St","Covington","WA 98042","USA"
"2014-05-06 00:00:00",612500,4,2,2060,5000,1,0,0,3,1030,1030,1949,2013,"1708 NW 96th St","Seattle","WA 98117","USA"
"2014-06-30 00:00:00",1e+05,2,1,930,7623,1,0,0,2,930,0,1942,0,"1038 SW 152nd St","Burien","WA 98166","USA"
"2014-06-14 00:00:00",530000,3,2.5,1930,7214,2,0,0,3,1930,0,2005,0,"1901 NE 125th St","Seattle","WA 98125","USA"
"2014-06-26 00:00:00",279900,3,1.75,1580,6620,1,0,0,3,1580,0,1988,2000,"2401 S 359th St","Federal Way","WA 98003","USA"
"2014-06-06 00:00:00",805000,5,2.5,4600,19831,1,0,3,3,2300,2300,1956,2013,"18015 15th Ave NW","Shoreline","WA 98177","USA"
"2014-06-04 00:00:00",355000,2,1.75,1650,4000,1,0,0,4,950,700,1947,1988,"4541 11th Ave S","Seattle","WA 98108","USA"
"2014-06-06 00:00:00",589500,4,2.5,2630,6326,2,0,0,3,2630,0,2008,0,"34917 SE Moffat St","Snoqualmie","WA 98065","USA"
"2014-06-18 00:00:00",1160000,4,3.5,4680,9700,2,0,0,3,3360,1320,2005,0,"13128 SE Newport Way","Bellevue","WA 98006","USA"
"2014-06-23 00:00:00",375000,4,2.5,1870,7471,2,0,0,3,1870,0,1990,2009,"10309 SE 190th Pl","Renton","WA 98055","USA"
"2014-05-27 00:00:00",282000,3,2.5,1680,15711,1,0,0,3,1240,440,1994,0,"20020 127th Pl SE","Kent","WA 98031","USA"
"2014-06-11 00:00:00",580379,4,2.75,2240,27820,1.5,0,0,4,2240,0,1976,1992,"21404 SE 19th St","Sammamish","WA 98075","USA"
"2014-06-09 00:00:00",345000,3,2.5,1210,1420,3,0,0,3,1210,0,2008,0,"717 N 95th St","Seattle","WA 98103","USA"
"2014-06-23 00:00:00",459950,4,2.5,2000,6107,2,0,0,3,2000,0,2003,0,"8928 NE 176th St","Bothell","WA 98011","USA"
"2014-05-06 00:00:00",685000,4,2.5,3030,7864,2,0,0,3,3030,0,1999,0,"24201 SE 1st Pl","Sammamish","WA 98074","USA"
"2014-06-18 00:00:00",535000,4,2.5,2610,4595,2,0,0,3,2610,0,2008,0,"7810 NE 199th St","Kenmore","WA 98028","USA"
"2014-06-30 00:00:00",5e+05,4,3,3720,15048,3,0,0,3,3720,0,1979,2014,"10218 147th Ave SE","Renton","WA 98059","USA"
"2014-06-19 00:00:00",519000,3,2.75,2020,10744,1,0,0,5,1270,750,1954,0,"18107-18199 6th Ave SW","Normandy Park","WA 98166","USA"
"2014-06-25 00:00:00",310000,2,1,870,5400,1,0,0,3,870,0,1950,2007,"9238 32nd Ave SW","Seattle","WA 98126","USA"
"2014-07-03 00:00:00",304900,4,1.75,2600,11325,1,0,0,4,1610,990,1969,0,"23030 100th Ave SE","Kent","WA 98031","USA"
"2014-06-23 00:00:00",442000,4,2.5,2520,7253,2,0,0,3,2520,0,1990,2009,"4508 NE 26th Ct","Renton","WA 98059","USA"
"2014-06-05 00:00:00",359800,4,2.5,2390,6426,2,0,0,3,2390,0,1999,0,"5608 Elizabeth Loop SE","Auburn","WA 98092","USA"
"2014-06-26 00:00:00",663000,3,2,1480,3876,1,0,0,5,860,620,1928,1970,"7028 20th Ave NW","Seattle","WA 98117","USA"
"2014-06-19 00:00:00",506000,2,1,1570,8210,1,0,0,4,1150,420,1952,0,"12723 11th Ave NW","Seattle","WA 98177","USA"
"2014-05-25 00:00:00",675000,3,3,2980,28000,1,0,0,3,1820,1160,1981,2013,"15017-15023 NE 144th St","Redmond","WA 98052","USA"
"2014-06-10 00:00:00",175000,6,1.5,1930,8400,1,0,0,3,1030,900,1971,0,"416 SW 130th St","Burien","WA 98146","USA"
"2014-06-06 00:00:00",835000,2,2,2280,6815,1,0,0,3,2280,0,2002,0,"12439 235th Pl NE","Redmond","WA 98053","USA"
"2014-07-07 00:00:00",437000,3,1.75,2220,17568,1,0,0,4,2220,0,1967,0,"16527 191st Pl NE","Woodinville","WA 98072","USA"
"2014-06-17 00:00:00",458000,4,1.5,1550,3000,1.5,0,0,3,1350,200,1918,0,"4402 4th Ave NE","Seattle","WA 98105","USA"
"2014-06-24 00:00:00",440000,3,1.75,2000,9900,1,0,2,4,1480,520,1957,2001,"17705 3rd Pl SW","Normandy Park","WA 98166","USA"
"2014-05-13 00:00:00",530000,3,1.75,1690,8190,1,0,0,4,1690,0,1958,1972,"2711 126th Ave SE","Bellevue","WA 98005","USA"
"2014-05-30 00:00:00",950000,4,1.75,2500,92347,1,0,0,4,1500,1000,1970,0,"7615 E Mercer Way","Mercer Island","WA 98040","USA"
"2014-06-03 00:00:00",548000,3,2.5,2110,4099,2,0,0,3,2110,0,2001,0,"17041 128th Pl NE","Woodinville","WA 98072","USA"
"2014-06-15 00:00:00",1036200,4,3.25,2500,5801,1.5,0,0,3,1960,540,1926,2003,"1502 Parkside Dr E","Seattle","WA 98112","USA"
"2014-07-09 00:00:00",4e+05,3,2,1760,6875,1,0,0,4,1760,0,1967,0,"Brooktrails Trail 14","Woodinville","WA 98072","USA"
"2014-05-16 00:00:00",275000,3,2.5,1480,15639,2,0,0,3,1480,0,1987,2000,"44402 SE 142nd Pl","North Bend","WA 98045","USA"
"2014-05-09 00:00:00",376000,3,2,1340,1384,3,0,0,3,1340,0,2008,0,"9245-9249 Fremont Ave N","Seattle","WA 98103","USA"
"2014-06-20 00:00:00",1135000,6,4.25,6900,244716,2,0,0,4,4820,2080,2002,0,"16903 246th Ave NE","Woodinville","WA 98077","USA"
"2014-06-20 00:00:00",425000,3,2.25,1790,10209,1,0,0,3,1290,500,1967,2011,"16544 189th Ave NE","Woodinville","WA 98072","USA"
"2014-07-01 00:00:00",357500,3,3.5,2080,5100,2,0,0,3,2080,0,2004,2003,"28121 Maple Ridge Way SE","Maple Valley","WA 98038","USA"
"2014-05-28 00:00:00",127160,2,1,720,4222,1,0,0,4,720,0,1942,1982,"821 Edmonds Ave NE","Renton","WA 98056","USA"
"2014-06-26 00:00:00",971971,4,3.75,3460,6738,2,0,0,3,3460,0,2013,1923,"14626 Renton Issaquah Rd SE","Renton","WA 98059","USA"
"2014-05-30 00:00:00",315000,3,2,1060,5750,1,0,0,3,1060,0,1981,2013,"5452 31st Ave SW","Seattle","WA 98126","USA"
"2014-07-03 00:00:00",1127000,4,2.5,3160,8281,2,0,0,4,3160,0,1995,0,"709 7th St S","Kirkland","WA 98033","USA"
"2014-05-12 00:00:00",1264000,4,3.75,3490,9170,2,0,0,3,3490,0,2012,1912,"10442 SE 13th St","Bellevue","WA 98004","USA"
"2014-06-09 00:00:00",625000,3,1.75,2210,16200,1,0,0,3,1390,820,1958,2004,"2022 123rd Ave SE","Bellevue","WA 98005","USA"
"2014-06-24 00:00:00",615000,3,1.75,1720,4080,1,0,0,4,960,760,1924,0,"3219 37th Pl S","Seattle","WA 98144","USA"
"2014-06-18 00:00:00",461000,3,3.25,2770,6278,2,0,0,3,1980,790,2006,0,"3419 Meadow Ave N","Renton","WA 98056","USA"
"2014-06-27 00:00:00",399950,3,2.5,2570,10431,2,0,0,3,2570,0,1989,0,"9531 S 204th Pl","Kent","WA 98031","USA"
"2014-05-28 00:00:00",438750,3,1.75,1610,6480,1,0,0,4,1610,0,1947,1988,"2003 NE 117th St","Seattle","WA 98125","USA"
"2014-06-16 00:00:00",850000,4,3.5,4140,7089,2,0,0,3,3160,980,2003,0,"11721 106th Ave NE","Kirkland","WA 98034","USA"
"2014-05-28 00:00:00",739000,3,2.5,2810,5400,2,0,0,3,2810,0,2005,0,"11814 167th Pl NE","Redmond","WA 98052","USA"
"2014-05-19 00:00:00",305000,3,1.75,1610,12247,1,0,0,3,1610,0,1981,2013,"16215 SE 172nd Ct","Renton","WA 98058","USA"
"2014-06-20 00:00:00",725000,3,3.5,3690,8837,2,0,0,3,3690,0,2001,0,"34809 SE Garden Ct","Snoqualmie","WA 98065","USA"
"2014-05-09 00:00:00",2400000,3,2.25,3000,11665,1.5,1,4,3,3000,0,2001,0,"East Lake Sammamish Trail","Sammamish","WA 98075","USA"
"2014-07-01 00:00:00",217500,3,1.75,1400,9546,1,0,0,4,1400,0,1984,0,"230 S 317th Pl","Federal Way","WA 98003","USA"
"2014-06-04 00:00:00",1901000,3,2.5,2660,13367,2,0,2,3,2660,0,1992,0,"4612 92nd Ave NE","Yarrow Point","WA 98004","USA"
"2014-06-09 00:00:00",379000,4,1.5,2020,7560,1,0,0,4,2020,0,1960,2001,"11303 146th Ave SE","Renton","WA 98059","USA"
"2014-05-27 00:00:00",730001,3,2,1840,4750,1,0,0,5,1010,830,1951,0,"7741 29th Ave NW","Seattle","WA 98117","USA"
"2014-06-24 00:00:00",395000,4,1.75,1540,5120,1,0,0,5,770,770,1943,0,"7350 31st Ave SW","Seattle","WA 98126","USA"
"2014-06-27 00:00:00",417000,4,2.25,2300,7700,1,0,0,3,1380,920,1959,1989,"535 NE 117th St","Seattle","WA 98125","USA"
"2014-05-15 00:00:00",390000,3,2.5,2240,10800,2,0,0,3,2240,0,1996,0,"15839 84th Ave NE","Kenmore","WA 98028","USA"
"2014-07-09 00:00:00",415000,4,1.5,1840,11367,1.5,0,0,4,1840,0,1950,1983,"18820 1st Ave NW","Shoreline","WA 98177","USA"
"2014-06-22 00:00:00",732600,4,2.5,2130,7300,1,0,0,4,1230,900,1963,0,"507 130th Pl SE","Bellevue","WA 98005","USA"
"2014-06-05 00:00:00",530000,4,3.25,4160,35654,2,0,0,3,2760,1400,1973,2013,"24844 SE Mirrormont Pl","Issaquah","WA 98027","USA"
"2014-05-09 00:00:00",255000,2,1,960,28717,1,0,0,4,960,0,1984,0,"29805-29821 129th Pl SW","Vashon","WA 98070","USA"
"2014-06-05 00:00:00",565000,3,2.75,2390,9966,1,0,0,5,1360,1030,1977,0,"6609 117th Ave SE","Bellevue","WA 98006","USA"
"2014-05-21 00:00:00",230000,5,2,1930,6120,1.5,0,0,3,1930,0,1941,1969,"10645 2nd Ave SW","Seattle","WA 98146","USA"
"2014-05-29 00:00:00",672000,3,2.5,2620,21587,2,0,0,3,2620,0,1992,0,"3249 E Ames Lake Dr NE","Redmond","WA 98053","USA"
"2014-05-15 00:00:00",270000,3,1,1010,9514,1,0,0,3,1010,0,1969,2010,"17620 SE 121st Pl","Renton","WA 98059","USA"
"2014-06-18 00:00:00",410000,4,2,1970,10500,1,0,0,3,1820,150,1961,2004,"13666 17th Ave SW","Burien","WA 98166","USA"
"2014-06-03 00:00:00",640000,3,2.5,2370,11172,2,0,0,3,2370,0,1993,0,"12020 SE 76th St","Newcastle","WA 98056","USA"
"2014-05-23 00:00:00",1325000,4,3,3370,7920,1,0,3,3,1860,1510,1988,2000,"3524 NW 67th St","Seattle","WA 98117","USA"
"2014-05-06 00:00:00",610000,4,3,2450,10117,1,0,0,5,1580,870,1967,0,"15607 SE 42nd Ct","Bellevue","WA 98006","USA"
"2014-06-17 00:00:00",435000,2,1,1230,3800,1,0,0,3,1230,0,1928,1954,"3306 NE 70th St","Seattle","WA 98115","USA"
"2014-07-01 00:00:00",1110000,5,3.25,3350,4000,2,0,0,4,2510,840,1997,0,"4776 34th Ave NE","Seattle","WA 98105","USA"
"2014-05-27 00:00:00",570000,3,1.75,1930,36210,1,0,0,3,1930,0,1977,2004,"15816 NE 195th St","Woodinville","WA 98072","USA"
"2014-05-14 00:00:00",394475,2,1,830,4000,1,0,0,3,830,0,1955,2005,"8715 17th Ave NW","Seattle","WA 98117","USA"
"2014-06-26 00:00:00",210000,2,1,720,8040,1,0,0,3,720,0,1943,2002,"15252 20th Ave SW","Burien","WA 98166","USA"
"2014-05-21 00:00:00",275000,3,2.5,2030,6326,2,0,0,3,2030,0,1993,0,"23418 SE 282nd Pl","Maple Valley","WA 98038","USA"
"2014-06-19 00:00:00",437000,2,1.75,1440,4225,1,0,0,3,1440,0,2005,0,"23047 NE 130th St","Redmond","WA 98053","USA"
"2014-05-29 00:00:00",408900,3,1.75,2930,19876,1,0,0,3,2030,900,1993,0,"12542 NE 160th Pl","Woodinville","WA 98072","USA"
"2014-05-09 00:00:00",212000,2,1.5,1020,1525,2,0,0,3,1020,0,2004,2003,"10312 Linden Ave N","Seattle","WA 98133","USA"
"2014-06-20 00:00:00",925000,4,2,3140,10437,1,0,0,4,2040,1100,1959,0,"8211 Sedgewick Ln","Mercer Island","WA 98040","USA"
"2014-05-07 00:00:00",339950,2,1,820,681,3,0,0,3,820,0,2006,0,"513 N 46th St","Seattle","WA 98103","USA"
"2014-06-30 00:00:00",255000,2,1,1320,9967,1,0,0,3,940,380,1919,2001,"3822 Martin Luther King Jr Way S","Seattle","WA 98108","USA"
"2014-06-14 00:00:00",850000,5,2.75,2920,11880,1,0,0,5,1660,1260,1968,0,"1498 Hillside Dr SE","Issaquah","WA 98027","USA"
"2014-07-09 00:00:00",550000,4,1,1440,3600,1.5,0,0,4,1440,0,1924,0,"3822 42nd Ave SW","Seattle","WA 98116","USA"
"2014-07-07 00:00:00",229500,3,1,1230,6000,1,0,0,4,1230,0,1967,0,"1605 21st St NE","Auburn","WA 98002","USA"
"2014-05-19 00:00:00",1190000,4,3,2240,6000,1.5,0,0,4,1270,970,1914,1945,"2009 4th Ave N","Seattle","WA 98109","USA"
"2014-07-09 00:00:00",287000,5,1.5,1730,9230,1,0,0,3,1010,720,1962,2003,"1724 Edmonds Way SE","Renton","WA 98058","USA"
"2014-07-01 00:00:00",499990,4,2.75,2910,6334,2,0,0,3,2910,0,2013,1923,"1141 SE 11th St","North Bend","WA 98045","USA"
"2014-05-30 00:00:00",465000,4,2.25,1820,20349,1,0,0,5,1340,480,1977,0,"15812 182nd Ave NE","Woodinville","WA 98072","USA"
"2014-06-11 00:00:00",465000,4,2.5,2090,9702,1,0,0,5,1320,770,1965,0,"16135 Densmore Ave N","Shoreline","WA 98133","USA"
"2014-05-20 00:00:00",268500,2,1,790,8424,1,0,0,4,790,0,1953,1983,"556 N 167th St","Shoreline","WA 98133","USA"
"2014-06-03 00:00:00",312000,4,2.5,1830,5175,2,0,0,3,1830,0,2003,0,"27369 245th Ave SE","Maple Valley","WA 98038","USA"
"2014-06-11 00:00:00",371000,3,1,890,7200,1,0,0,3,890,0,1951,1994,"3843 NE 113th St","Seattle","WA 98125","USA"
"2014-06-11 00:00:00",560200,3,2.5,1990,3984,2,0,0,3,1990,0,2004,2003,"24134 SE 20th St","Sammamish","WA 98075","USA"
"2014-05-06 00:00:00",1800000,5,5,4490,10279,2,0,0,3,3930,560,2013,1923,"1435 104th Ave SE","Bellevue","WA 98004","USA"
"2014-05-05 00:00:00",4e+05,2,1,840,5510,1,0,0,3,840,0,1955,2005,"4515 SW Trenton St","Seattle","WA 98136","USA"
"2014-06-18 00:00:00",820000,4,2.5,3170,8523,2,0,0,3,3170,0,2008,0,"9401 117th Ave NE","Kirkland","WA 98033","USA"
"2014-06-12 00:00:00",210000,4,1.5,1130,7840,1,0,0,4,1130,0,1970,0,"33818 35th Ave SW","Federal Way","WA 98023","USA"
